dt,price_p05,price_p95,n_stores,precpt,avg_temperature,avg_humidity,avg_wind_level,holiday_flag,activity_flag,management_group_id,first_category_id,second_category_id,third_category_id,dow,day_of_month,week_of_year,month,product_id
2024-04-17,1.061073379478159,1.1157228648480202,-0.5899601345649835,-0.5972242244201312,-1.1471911109546733,0.452163231740077,0.0827891349727387,0,0,6,8,32,76,2,17,16,4,0
2024-04-18,1.0424061188746456,1.0882831453003303,-0.5914704514058259,-0.6497507055687015,-1.164539420048767,0.5855589726895352,0.4801993010105451,0,0,6,8,21,76,3,18,16,4,0
2024-04-19,1.0042643963538729,1.1576417939756791,-0.5787669006673312,-0.5732689179453561,-1.0941019926252813,0.5734655225994252,0.4142821713694075,0,0,6,8,30,77,4,19,16,4,0
2024-04-20,1.0837418451900844,1.1640910967744769,-0.6737634882342762,-0.5648465072851552,-1.0799224661516331,0.6297417847333628,0.4359505081581765,1,0,6,8,21,76,5,20,16,4,0
2024-04-21,1.1579454624546217,1.158415301217557,-0.670262668337481,-0.6699717816517087,-0.8678608387086755,0.5314763524341248,-1.0591045497896092,1,0,6,8,22,77,6,21,16,4,0
2024-04-22,1.1621494270775643,1.1625701935274673,-0.5402125186045995,-0.6518571863125305,-1.302690173530347,0.5954321961495502,-1.0815902111326805,0,0,6,8,26,76,0,22,17,4,0
2024-04-23,1.2297664283137748,1.2301909889168892,-0.6065540671379744,-0.6705764761592168,-1.1341888394062662,0.5941510931300245,-0.1183676218611486,0,0,6,8,21,77,1,23,17,4,0
2024-04-24,1.124730517934896,1.1537066972871224,-0.5533013879126292,-0.7581221554126739,-0.939745791945381,0.4599109021109935,-1.013935102416349,0,0,6,8,66,77,2,24,17,4,0
2024-04-25,1.1724843040597557,1.1729304837544867,-0.6219033525816572,-0.1881337415553859,-0.8128598919913225,0.487023173482852,-0.0970186333312673,0,0,6,8,22,77,3,25,17,4,0
2024-04-26,1.184338279444667,1.1848207086792082,-0.5649648329268984,-0.2196402297366602,-0.8539284735557776,0.3886846718400945,-0.6458183324587349,0,0,6,8,2,77,4,26,17,4,0
2024-04-27,1.216746121731736,1.2172184608557113,-0.6216678191176075,-0.3665453039161517,-0.8602615383400418,0.5912895384206802,-0.7318536948265666,1,0,6,8,48,77,5,27,17,4,0
2024-04-28,1.1586852357162716,1.1590729008300211,-0.5678834357035116,-0.186547288213572,-0.5071233344938684,0.6588358513222774,-0.1524911440984084,1,0,6,8,21,76,6,28,17,4,0
2024-04-29,1.111333181410709,1.1574437915896525,-0.5271271500206822,-0.2514595976878828,-0.7321000136588771,0.5210575118462277,-0.4462496646172805,0,0,6,8,17,77,0,29,18,4,0
2024-04-30,1.055023474655918,1.1781298323126346,-0.5243584800322239,-0.3446753212317588,-0.8027709747452465,0.4466401684333325,0.4256013902661637,0,1,6,8,21,76,1,30,18,4,0
2024-05-01,1.0329666575593084,1.159006247454902,-0.6111117646350889,-0.4057538898251679,-0.8034078753176351,0.2663969790952206,-1.5838832003766234,1,1,6,8,21,77,2,1,18,5,0
2024-05-02,1.0048553493603756,1.123126165133338,-0.6512996595547437,-0.6793208038007742,-0.6222556148752443,0.3234947100838587,-0.3443345198209507,1,1,0,8,21,76,3,2,18,5,0
2024-05-03,1.0321653363728474,1.156861649576387,-0.6602899834458624,-0.5308676372876524,-0.6102179407894479,0.4258696484000436,-1.2010767751024225,1,1,6,8,21,77,4,3,18,5,0
2024-05-04,1.029493271735523,1.1523436263117994,-0.6863772746402955,-0.3392624653853817,-0.3434210155595595,0.2810010045029814,-1.0702081805644288,1,1,6,8,55,76,5,4,18,5,0
2024-05-05,1.0068693861479847,1.132660555064103,-0.5696419100027442,-0.4249174493714709,-0.6476299508900135,0.3299225265614116,-1.0632775490382995,1,1,6,8,22,76,6,5,18,5,0
2024-05-06,0.9818179347607292,1.1099945395440538,-0.5951527100878106,-0.4477217424902845,-0.503811526195595,0.261388449470195,-0.8271697198420581,0,0,6,8,52,76,0,6,19,5,0
2024-05-07,0.9502733454477448,0.9507115074468668,-0.6595175808504629,-0.8058070301437905,-0.4254401562090791,0.1633304594301582,-1.1724620037232802,0,1,6,8,21,76,1,7,19,5,0
2024-05-08,0.9580583652469588,0.9584835889960158,-0.5575893835290486,-0.7595830961172158,-0.3992515201816174,-0.0098282803847532,0.2257833893447943,0,1,6,8,48,77,2,8,19,5,0
2024-05-09,0.9759329661044616,0.9967787640769256,-0.6446884306410695,-0.8143037811580305,-0.3145092731282279,-0.0627533962549254,-0.1917641032644882,0,1,6,8,22,77,3,9,19,5,0
2024-05-10,1.0067294984813493,1.007169132015577,-0.6532183015950376,-0.5842112645218521,-0.5627797908100816,-0.0573215377767257,-0.4842009293863712,0,0,6,8,21,76,4,10,19,5,0
2024-05-11,0.8986134817513683,0.8990725806355621,-0.5353199155358827,-0.5110886983901991,-0.3549328289987192,-0.0036703506175783,0.0451586568594192,1,1,6,8,53,76,5,11,19,5,0
2024-05-12,0.9389170600342098,0.9809828844492514,-0.6239240654666,-0.7951826510529459,-0.2082898982395961,-0.0817322404810785,-1.656718014765738,1,1,6,8,15,77,6,12,19,5,0
2024-05-13,0.95781254364202,0.9694998168168648,-0.5981360897765114,-0.7204961843167074,-0.1488229608836967,0.036236346952806,0.5921954750334768,0,1,6,8,22,77,0,13,20,5,0
2024-05-14,0.9760388322767068,0.9765231972273946,-0.6116358675228483,-0.7391791032490791,-0.2456229192190576,-0.0114950858486202,0.9642381026059272,0,1,6,8,21,76,1,14,20,5,0
2024-05-15,0.9754523744581024,0.9916987953874894,-0.574380703595093,-0.7253339606804321,-0.2496704594019937,-0.2051652932016772,0.3256891720316949,0,1,6,8,21,76,2,15,20,5,0
2024-05-16,0.9344973863582822,0.950987723216479,-0.6140285971403258,-0.5423816397900543,0.033905691636936,0.0683964244461623,-0.2139857158978938,0,1,6,8,19,76,3,16,20,5,0
2024-05-17,0.899838807277814,0.9002849715099671,-0.5652458287521991,-0.8407745886764633,0.1241894363442872,0.2073558428432242,0.0104334664332916,0,1,6,8,24,77,4,17,20,5,0
2024-05-18,0.9831979604375238,0.983632838219394,-0.6361509668478125,-0.7293570674846951,0.0591588130770601,0.3233969632710181,-0.7402766925982067,1,0,6,8,32,77,5,18,20,5,0
2024-05-19,0.9680447717619778,0.9685005588283682,-0.5909973334300977,-0.6285536306680041,0.2306487777870917,0.3330508945072267,-0.7791843033965054,1,0,6,8,49,76,6,19,20,5,0
2024-05-20,0.9837087855485284,0.9923074757076056,-0.5789736042628549,-0.6346647495807933,-0.1236117390872476,0.2959161206218065,-0.3699933159780525,0,1,6,8,21,77,0,20,21,5,0
2024-05-21,2.364929465030022,2.3660765874037963,-0.5631157348058423,-0.7165849258994718,0.1697101490856213,0.2271429471057098,-0.0787780165877893,0,1,6,8,21,77,1,21,21,5,0
2024-05-22,2.30339067987058,2.31624361963593,-0.5641142657817324,-0.6726521490765851,-0.00907204906623,0.0075053033725715,-1.389994411897096,0,1,6,8,23,77,2,22,21,5,0
2024-05-23,0.9894003778733688,0.9918684792080636,-0.5791784926982453,-0.5784567712358404,0.2498012242803267,-0.000101452506483,-0.4502251079468615,0,1,6,8,43,76,3,23,21,5,0
2024-05-24,0.9654401071093368,0.965910034527838,-0.5193701933996143,-0.877616131459492,0.0603793682589035,0.0265874908560077,-0.4424418036260917,0,1,6,8,21,76,4,24,21,5,0
2024-05-25,0.9838559378590152,0.9843351978566712,-0.6246579793201795,-0.8102190048421202,0.3114699340830157,-0.1148343470610726,0.6885404967601847,1,1,6,8,35,76,5,25,21,5,0
2024-05-26,0.9499479170314662,0.9504117416927658,-0.5641109093836224,-0.7401802545816177,0.0477974864575143,0.0309596586699459,0.8582768472727405,1,1,6,8,15,76,6,26,21,5,0
2024-03-28,1.181237868026559,1.1817214996240382,2.014977661989752,-0.3964838386902318,-1.7829201469061282,0.3638248346239485,0.5358906476410674,0,1,6,24,19,125,3,28,13,3,4
2024-03-29,1.154368443413134,1.1548282813056092,2.137429127116832,-0.0676156379173191,-1.997671380607156,0.4857724300542844,0.3308204813131808,0,0,6,24,41,124,4,29,13,3,4
2024-03-30,1.147126898935032,1.147583918754478,2.11885415064116,-0.4862789522801782,-1.6564383701415144,0.4612682096542739,0.6340016264684689,1,1,6,24,41,125,5,30,13,3,4
2024-03-31,1.14730478096019,1.147750523143595,2.0758662893395874,-0.5162847745616944,-1.6823835951285129,0.4997242855881157,0.478669853143944,1,1,6,24,41,124,6,31,13,3,4
2024-04-01,1.1247305453507903,1.1251879869331314,2.083986132090391,-0.1260435189434976,-1.848509553316796,0.5462337901472787,-0.3512605506319755,0,0,6,24,41,125,0,1,14,4,4
2024-04-02,1.1778079183375978,1.178266816254436,2.075547744812399,-0.2316820995046147,-1.6843874688120006,0.4622139770551696,1.741339643669661,0,0,6,24,1,125,1,2,14,4,4
2024-04-03,1.1598246031204316,1.160319663011889,2.0481254959754707,-0.4774714131549182,-1.4887794784601904,0.5146456695074929,0.2946923846750777,0,1,6,24,46,125,2,3,14,4,4
2024-04-04,1.1984793797396165,1.198949312033862,2.114441933009024,-0.6694328754201075,-1.639607417389009,0.3529197137220362,0.6380684304240571,1,1,6,24,41,125,3,4,14,4,4
2024-04-05,1.172119629048986,1.172579768235644,2.1474488990000857,-0.5293271547423796,-1.620616963627165,0.2421541350992496,-0.2764781675809278,1,0,6,24,0,124,4,5,14,4,4
2024-04-06,1.0787272627949218,1.148095926897225,2.048524440862124,-0.3288870241852896,-1.4395900385659786,0.6343699795346155,0.1727833492617684,1,1,6,24,5,125,5,6,14,4,4
2024-04-07,1.1915149697465406,1.191971066976428,2.088371255797651,-0.4494408718131114,-1.5214821539089691,0.6830328000264863,-0.7026126118172807,0,1,6,24,11,124,6,7,14,4,4
2024-04-08,1.118718118072051,1.1531971884763856,2.077645953752917,-0.4857468145873529,-1.5014874379379877,0.5090666303287479,-0.7075120258677849,0,1,6,24,38,124,0,8,15,4,4
2024-04-09,1.1591065054664849,1.1595588120585951,2.0834866263023204,-0.1161969601917302,-1.377845525961029,0.5154532529824772,0.6931302862414056,0,0,6,24,66,124,1,9,15,4,4
2024-04-10,1.1410160967490457,1.1786685320196977,2.064626866426717,-0.3953940007681945,-1.3453054852974202,0.4292684728436695,1.1963211668323337,0,1,6,25,8,125,2,10,15,4,4
2024-04-11,1.1697916246232598,1.1702324473605388,2.125395017742409,-0.2506365200347192,-1.205808606027253,0.6555912248843913,1.0628665792583951,0,1,6,24,15,124,3,11,15,4,4
2024-04-12,1.1354102080334745,1.1358668496329831,2.0336241007696136,0.163522724739056,-1.2931902680509997,0.7182300379308553,0.6237726548114036,0,0,6,24,41,125,4,12,15,4,4
2024-04-13,1.1857960884317074,1.1862399665961838,2.0323988246977134,-0.2380729892250544,-1.1159588104829647,0.7881164450409491,1.046647940708356,1,1,6,24,67,124,5,13,15,4,4
2024-04-14,1.1403511200336596,1.1776632498651485,2.091601481718593,-0.0593117398923034,-1.2808117291279428,0.6594741913225133,1.3946949116898717,1,1,6,24,41,125,6,14,15,4,4
2024-04-15,1.1608128304039629,1.161258865130994,2.078075991872585,-0.2752588978981377,-1.192592977595289,0.5302873193490286,0.6679852394061045,0,1,6,24,16,125,0,15,16,4,4
2024-04-16,1.154691413952532,1.1551628907907894,2.1710357219680008,-0.173026395996747,-1.1038184713286483,0.3371131553615117,0.5050756031238767,0,0,6,24,41,124,1,16,16,4,4
2024-04-17,1.169727953765853,1.170181773167036,2.08029081893115,-0.5636847355842246,-1.0531971877556108,0.3438549622760825,0.5983380456723058,0,1,6,24,41,125,2,17,16,4,4
2024-04-18,1.1109309199600708,1.1114016948595544,2.10082440691676,-0.551472440270759,-1.0955958204665432,0.4357393208067149,1.21791082945867,0,1,6,24,62,124,3,18,16,4,4
2024-04-19,1.207164916828319,1.207634079645031,2.039328234238853,-0.5629962336726668,-1.0035989975465949,0.3828315161977675,0.6577355672596116,0,0,6,24,41,125,4,19,16,4,4
2024-04-20,1.0791947432612443,1.0796659050610302,2.057478396158787,-0.4808740974378631,-0.9920893600331764,0.3902123580280084,1.1267920754381389,1,0,6,24,41,124,5,20,16,4,4
2024-04-21,1.127093081007406,1.1275569003763142,2.0524859183434514,-0.4377798665471661,-0.7604934644657249,0.367883591495955,-0.2269557385838823,1,1,6,24,27,124,6,21,16,4,4
2024-04-22,1.0628818812526892,1.1308417890462537,2.089274912971797,-0.412249284307985,-1.253059104987725,0.5322511108491548,-0.3201643474959864,0,1,6,24,41,124,0,22,17,4,4
2024-04-23,1.0093081650387197,1.1714419357696624,2.097516385182048,-0.6181044792618536,-1.0498618151517982,0.5407020919718567,0.4550824472038218,0,0,6,24,59,125,1,23,17,4,4
2024-04-24,2.011377669155055,2.316502339488248,2.0657271290881893,-0.7047307091888114,-0.8417242861545893,0.3923584731784664,-0.27400381129769,0,1,6,24,13,125,2,24,17,4,4
2024-04-25,2.0196246023333413,2.348621613000801,2.075068382155284,-0.055225297820434,-0.6848778155011679,0.3770178096445262,0.2876979626671713,0,1,6,24,41,124,3,25,17,4,4
2024-04-26,1.941655598239682,2.228048309625929,2.0689575751247,-0.1871522382508332,-0.7310002549625769,0.2633418042936888,0.186895568422289,0,1,6,24,16,124,4,26,17,4,4
2024-04-27,1.0406910214460043,1.191838479591992,2.096272341805216,-0.292720057432616,-0.7371488795068216,0.4345825624362529,0.3413967264880237,1,1,6,24,41,125,5,27,17,4,4
2024-04-28,1.0265686524303312,1.1863158524627346,2.046882112294891,-0.1165291964232106,-0.4283954374345233,0.5701221923330247,0.75509715532396,1,1,6,24,60,125,6,28,17,4,4
2024-04-29,0.9340518477567138,1.0921131947265046,2.1101283765416987,-0.3134879300133674,-0.7671493082899331,0.4233862082897152,0.0657233487743986,0,1,6,24,75,124,0,29,18,4,4
2024-04-30,1.0053230786606735,1.1617804823557991,2.087554363495562,-0.2143827215851617,-0.696366712817882,0.3530778314666594,1.0223392601597756,0,0,6,24,38,125,1,30,18,4,4
2024-05-01,0.9326540051484946,1.1022574061611972,2.001082165109872,-0.4183513808042901,-0.7145981419151515,0.2381872820270292,-0.5904655502145675,1,1,6,24,27,124,2,1,18,5,4
2024-05-02,0.9872860736888872,1.13201173302798,2.02102481767634,-0.5976180960435433,-0.493009346842388,0.1513270114686208,0.8613177872334501,1,0,6,24,34,124,3,2,18,5,4
2024-05-03,1.0144616944204865,1.174788972539636,2.023833044826846,-0.4451046591512945,-0.4810301842498063,0.1472236286177632,-0.0161348903284986,1,1,6,24,5,124,4,3,18,5,4
2024-05-04,1.001558854319346,1.1536552078431308,2.122199478640169,-0.2748627053850168,-0.2939701200293357,0.075724720638829,0.2022179094035178,1,1,6,24,41,124,5,4,18,5,4
2024-05-05,0.9598347376959958,1.1124232268512877,2.077382271245759,-0.357853542500713,-0.5608282482202462,0.2668686157487514,0.0684881645826924,1,1,6,24,41,125,6,5,18,5,4
2024-05-06,0.9801255366886952,1.134024697811824,2.070852438383003,-0.5097197703808068,-0.4068335339590561,0.0490814445936216,0.0563525794033157,0,1,6,24,13,125,0,6,19,5,4
2024-05-07,1.0380395694213622,1.184876231583167,2.070432247743496,-0.8037857558674584,-0.4353861318816525,-0.1322721581773005,-0.2462634053022153,0,1,6,24,63,125,1,7,19,5,4
2024-05-08,1.0016361659061153,1.1626598302732958,2.137310227724974,-0.6888910600368213,-0.3798317835642025,-0.2985083405401971,0.99736327950846,0,1,2,24,41,125,2,8,19,5,4
2024-05-09,1.0249947871021226,1.1747372535862532,2.0854738505453296,-0.7943882224209721,-0.3308075521774808,-0.2217994800983102,0.5360166187662745,0,1,6,24,35,124,3,9,19,5,4
2024-05-10,0.9489094889947144,1.0996465166982137,2.0877770745589457,-0.6157746439055815,-0.5695975701331482,-0.3387015467757084,0.6247456823533082,0,1,6,24,24,124,4,10,19,5,4
2024-05-11,1.0217185186671554,1.1649863120147703,2.0969113917040736,-0.4330288717791102,-0.2747121815895739,0.0204459876312763,0.4182396744003137,1,1,6,24,67,124,5,11,19,5,4
2024-05-12,1.000760206308806,1.1650505461272431,2.082193477298864,-0.814477547547865,-0.1620990513898647,-0.3231765351500173,-0.6442937023595393,1,1,6,24,41,125,6,12,19,5,4
2024-05-13,0.965504992840826,1.128727692798278,2.0984249418242635,-0.6865489297151088,-0.1917576802365382,-0.2893396854068833,1.3272327522498375,0,1,6,24,41,125,0,13,20,5,4
2024-05-14,1.0482857779475012,1.1960404667514717,2.084394485810511,-0.5058000210623058,-0.0792399715219367,0.0327575782758668,1.759269062272988,0,1,6,24,4,124,1,14,20,5,4
2024-05-15,1.0032586950725777,1.1479360816811222,2.077928984805907,-0.6334220063347086,-0.0894088592583288,-0.417662073848592,1.1428641450616466,0,1,6,24,46,124,2,15,20,5,4
2024-05-16,1.0253624506912296,1.1846216312165971,2.084728624080362,-0.5386274042204895,0.1771586944434391,-0.0834518902768658,0.8244992155901534,0,1,6,24,65,125,3,16,20,5,4
2024-05-17,0.9917716945136948,1.1304262852123483,2.0293100991332147,-0.6983076967693302,0.1474623239712385,-0.0160083378596199,0.7994745340931461,0,1,6,24,61,125,4,17,20,5,4
2024-05-18,1.008049682790635,1.1715319171140297,2.085373725089318,-0.7289950098282186,0.1361422751315518,0.150507159255048,0.5249810922451523,1,1,6,24,39,124,5,18,20,5,4
2024-05-19,1.0151627622631143,1.1728896269275109,2.069853590623187,-0.4866353396604511,0.2964406864240453,0.2524880192737939,0.2177642522866805,1,1,6,24,67,124,6,19,20,5,4
2024-05-20,1.0008610569946714,1.1463935876578943,2.055226618806256,-0.5391814204369079,-0.0393334020822137,0.2053955426871747,0.3743033630712393,0,1,6,24,61,124,0,20,21,5,4
2024-05-21,1.009133831162501,1.152177189997878,2.083667241655174,-0.5524495372376612,0.2394937704641613,0.0509841369778411,0.5236073757235407,0,1,6,24,41,124,1,21,21,5,4
2024-05-22,1.0172278580380585,1.156870044103567,2.060250963787998,-0.6257977527532748,0.006863181618271,-0.1023638049362093,-0.0302000215110397,0,1,6,24,56,124,2,22,21,5,4
2024-05-23,0.989573833163403,1.1592924334348342,2.028863443557041,-0.4724489908819617,0.2059623298721514,-0.1737092801010591,0.8439848510599544,0,1,2,24,19,124,3,23,21,5,4
2024-05-24,0.958045657761511,1.1192530030141112,2.133900504350608,-0.8257413841549693,0.0935310702871945,-0.2105102301330595,0.7337960519205102,0,1,6,24,14,124,4,24,21,5,4
2024-05-25,1.0142021888692136,1.1620158565224892,2.03044395665819,-0.7483802533089914,0.3410962947232266,-0.2259145747930401,1.051367266625202,1,1,6,24,16,124,5,25,21,5,4
2024-05-26,0.9969041031343444,1.150606630510495,2.130611211343812,-0.6750082306933688,0.0178462833869634,-0.0959762556301191,0.9176026832415172,1,1,6,24,41,124,6,26,21,5,4
2024-03-28,1.0866222206167016,1.0870917370372069,-0.3550486012800282,-0.6339206933697458,-1.79884795721414,0.2725837814321467,-0.2633780081810822,0,0,6,2,6,143,3,28,13,3,6
2024-03-29,1.177929532664178,1.1783873973155974,-0.3880149537552165,-0.2194562059639829,-2.094888487139737,0.4719180871505973,-0.1989296233517893,0,0,6,2,25,143,4,29,13,3,6
2024-03-30,1.162226021658455,1.1626963902504088,-0.3843596249517877,-0.6403425133921549,-1.7584152017710306,0.3932057041674419,0.1726794672576961,1,0,6,2,8,144,5,30,13,3,6
2024-03-31,1.1585734833091923,1.1590284693549138,-0.4028968514124615,-0.6313270471065661,-1.7041455272102275,0.4098272051722804,-0.1692192061938015,1,0,6,2,31,144,6,31,13,3,6
2024-04-01,1.155649271154936,1.156099461961247,-0.4267299650452233,-0.2088025734469218,-1.880475477925658,0.4467718921071285,-1.011521207395477,0,0,6,2,62,144,0,1,14,4,6
2024-04-02,1.1559613822704649,1.1564353823300586,-0.4133190864785637,-0.11028087616587,-1.7666701775578904,0.3832658069690481,0.8906687908344685,0,0,6,2,17,143,1,2,14,4,6
2024-04-03,1.140809622225074,1.1412522395903837,-0.5054885025525006,-0.4738116412974327,-1.5871299587860932,0.3419609866423652,-0.7938229652047833,0,0,6,2,5,143,2,3,14,4,6
2024-04-04,1.1696540906706578,1.1701334717103349,-0.4095703960052679,-0.7977434868290595,-1.6699123354289105,0.2532726569001266,-0.0197444393321321,1,0,6,2,49,144,3,4,14,4,6
2024-04-05,1.240014964941079,1.240477542030634,-0.3812995587652587,-0.6540831742284184,-1.613262088207888,0.0223736801278679,-0.7256735693067611,1,0,6,2,32,144,4,5,14,4,6
2024-04-06,1.1690728944829176,1.1695325567715331,-0.4240064934062472,-0.3238115651207086,-1.5318589358356005,0.4811123521932213,-0.3392779563508166,1,0,6,2,50,143,5,6,14,4,6
2024-04-07,1.0927842498379676,1.09325067536981,-0.4665890562020753,-0.5330880060557709,-1.5776236240064356,0.5196530283222568,-1.5437461060953142,0,0,6,2,65,144,6,7,14,4,6
2024-04-08,1.1354531743371898,1.135915209129006,-0.3957507689619886,-0.6570932105956884,-1.590502790683256,0.457844976615308,-1.4619000935494268,0,1,6,2,49,143,0,8,15,4,6
2024-04-09,1.1811046297017824,1.1815210427966811,-0.3821363623055619,-0.1625285810177895,-1.462935002860271,0.5678691131924416,0.1185916954299072,0,0,6,2,49,143,1,9,15,4,6
2024-04-10,1.172090307929686,1.1725254314966782,-0.440070544283642,-0.5549660085856712,-1.4111711282374122,0.4651051542377657,0.6293158684170135,0,1,6,2,47,144,2,10,15,4,6
2024-04-11,1.1693065890051375,1.169740653276478,-0.3984392129951469,-0.3731272458363271,-1.2936175875702438,0.5196576745201948,0.3584434591886884,0,0,6,2,70,144,3,11,15,4,6
2024-04-12,1.1483172326631788,1.1487865375566615,-0.4584509826165547,0.0141393017331154,-1.3674791060986735,0.5909782350201884,-0.1696000595138911,0,0,6,2,6,143,4,12,15,4,6
2024-04-13,1.1411436196430509,1.1416121507864676,-0.378911931187413,-0.3827583784564732,-1.1883388144353002,0.7112684124542444,-0.0954418591046407,1,0,6,2,7,143,5,13,15,4,6
2024-04-14,1.128239130917874,1.1286634022644293,-0.4633675141575363,-0.2099710831977422,-1.3670694657607496,0.4817047207108446,0.5826037710883443,1,0,6,2,49,143,6,14,15,4,6
2024-04-15,1.103658212415077,1.1041191612396843,-0.4923291372510936,-0.4610473741084796,-1.3357769979752327,0.4151639804537171,-0.1214316652428243,0,0,6,2,3,143,0,15,16,4,6
2024-04-16,1.1787809306292132,1.1792405199180995,-0.4583945365542675,-0.3148655506268856,-1.091591056655287,0.1585418620380971,-0.2996000960117624,0,0,6,2,25,143,1,16,16,4,6
2024-04-17,0.7024729286700664,0.702743741547411,-0.4573513108831811,-0.7335570207038742,-1.0873838556760604,0.2716834610355869,0.1572570432206345,0,0,6,2,49,144,2,17,16,4,6
2024-04-18,0.7419008729647831,0.7421838738496315,-0.4401446550625093,-0.6683473007861495,-1.1264631375914933,0.2630715877274327,0.5542194406964148,0,0,6,2,49,143,3,18,16,4,6
2024-04-19,1.18616797220186,1.186613496774238,-0.4518752851528014,-0.6318580670323112,-0.9372786957329003,0.3243950249141502,0.3461416887682291,0,0,6,2,64,143,4,19,16,4,6
2024-04-20,1.1521845016232437,1.1526648502670058,-0.4627603916158949,-0.6296272618536495,-1.004819472951891,0.3091940749519916,0.3679203493670904,1,0,6,2,34,144,5,20,16,4,6
2024-04-21,1.1967791723435175,1.1972123566680644,-0.4055308651433385,-0.5461060097881993,-0.7426208240364891,0.237187843262754,-0.8940982059126369,1,0,6,2,49,143,6,21,16,4,6
2024-04-22,1.1923513238883126,1.1927962429908097,-0.4415032887712534,-0.4938674633761762,-1.1736819500130993,0.398578155409635,-0.8542188023451954,0,0,2,2,64,143,0,22,17,4,6
2024-04-23,1.108119051916393,1.1085557866896725,-0.3927618779115278,-0.7482609516089938,-1.1801937504838356,0.3809877932445159,-0.3008231313220078,0,0,6,2,18,143,1,23,17,4,6
